"","PK_RANDOM_SAMPLE_LOCATION","FK_EPA_RANDOM_ID","NEST1_WT","EPA_OVERSAMPLE","EPA_DIVISION","STRATUM","MULTIDENSITY_CATEGORY","WELL_DENSITY","WELL_WEIGHT","AQUIFER_WEIGHT","RESOURCE_TYPE","REPORTING_UNIT","RANDOM_LATITUDE","RANDOM_LONGITUDE","HYDROLOGIC_UNIT_CODE","HYDROLOGIC_UNIT_NAME","CAN_BE_SAMPLED","EXCLUSION_CATEGORY","EXCLUSION_CRITERIA","SAMPLED_DATE","HECTARES","ANALYSIS_SUITE","LOCATIONAL_DATUM","FK_PROJECT","FK_STATION","SAMPLE_LATITUDE","SAMPLE_LONGITUDE","FK_WELL_LISTFRAME_ID","NUTRIENT_WATERSHED_REGION","SCI_DO_BIOREGION_2012"
"11","Z2-CA-12004","FLGW18001-0404",NA,NA,NA,"ZONE 2 - CONFINED",0.004831839303,1.27284e-10,206.960525236854,NA,"CONFINED AQUIFER","ZONE 2",300913,823852,3110206,"SANTA FE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23021,NA,NA
"12","Z2-CA-12005","FLGW18001-0405",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,4.9895e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",300832,833436,3110102,"ECONFINA-STEINHATCHEE","N","UNABLE TO ACCESS","UNABLE TO GET EQUIPMENT TO RANDOM LOCATION",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22685,NA,NA
"13","Z2-CA-12006","FLGW18001-0406",NA,NA,NA,"ZONE 2 - CONFINED",0.009294898096,6.6167e-11,107.585902469643,NA,"CONFINED AQUIFER","ZONE 2",295244.616,825537.895,3110205,"LOWER SUWANNEE","N","UNABLE TO ACCESS","SAMPLER UNABLE TO GET EQUIPMENT INTO WELL",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23897,NA,NA
"14","Z2-CA-12014","FLGW18001-0414",NA,NA,NA,"ZONE 2 - CONFINED",0.010904892888,5.6398e-11,91.701955288454,NA,"CONFINED AQUIFER","ZONE 2",295045,823353,3110206,"SANTA FE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23978,NA,NA
"15","Z2-CA-12018","FLGW18001-0418",NA,NA,NA,"ZONE 2 - CONFINED",0.011945794478,5.1484e-11,83.711468657052,NA,"CONFINED AQUIFER","ZONE 2",301728,825913,3110205,"LOWER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22232,NA,NA
"16","Z2-CA-12030","FLGW18001-0430",NA,NA,NA,"ZONE 2 - CONFINED",0.011900022563,5.1682e-11,84.03345411551,NA,"CONFINED AQUIFER","ZONE 2",294638.9,822637.7,3110206,"SANTA FE","N","OTHERWISE UNSAMPLEABLE","SAMPLE WITHDRAWAL LOCATION AFTER FILTER OR SOFTENER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,24420,NA,NA
"17","Z2-CA-12031","FLGW18001-0431",NA,NA,NA,"ZONE 2 - CONFINED",0.006692901578,9.1891e-11,149.412028309642,NA,"CONFINED AQUIFER","ZONE 2",301557,824512,3110201,"UPPER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22330,NA,NA
"18","Z2-CA-12041","FLGW18001-0441",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,3.6437e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",300749.931,831820.618,3110205,"LOWER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"HPGN","Z2CA1802",2377,300749.931,831820.618,353,NA,NA
"19","Z2-CA-12046","FLGW18001-0446",NA,NA,NA,"ZONE 2 - CONFINED",0.009586784,6.4153e-11,104.310267131366,NA,"CONFINED AQUIFER","ZONE 2",293435,823843,3110101,"WACCASASSA","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,25108,NA,NA
"20","Z2-CA-12047","FLGW18001-0447",NA,NA,NA,"ZONE 2 - CONFINED",0.005103437017,1.2051e-10,195.946378223488,NA,"CONFINED AQUIFER","ZONE 2",301136,824333,3110201,"UPPER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22555,NA,NA
"21","Z2-CA-12051","FLGW18001-0451",NA,NA,NA,"ZONE 2 - CONFINED",0.011262310754,5.4608e-11,88.791725058739,NA,"CONFINED AQUIFER","ZONE 2",295229.687,824034.926,3110206,"SANTA FE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23952,NA,NA
"22","Z2-CA-13010","FLGW19001-0410",NA,NA,NA,"ZONE 2 - CONFINED",0.012086407352,3.9373e-11,82.737572121076,NA,"CONFINED AQUIFER","ZONE 2",303554.487,831244.207,3110203,"WITHLACOOCHEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1902",NA,NA,NA,21850,NA,NA
"23","Z2-CA-13012","FLGW19001-0412",NA,NA,NA,"ZONE 2 - CONFINED",0.004728687749,1.28319e-10,211.475160364924,NA,"CONFINED AQUIFER","ZONE 2",301050,824030,3110201,"UPPER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1902",NA,NA,NA,22589,NA,NA
"24","Z2-CA-13022","FLGW19001-0422",NA,NA,NA,"ZONE 2 - CONFINED",0.010336553382,5.8702e-11,96.744046402496,NA,"CONFINED AQUIFER","ZONE 2",302650,825601,3110201,"UPPER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1902",NA,NA,NA,21740,NA,NA
"25","Z2-CA-13030","FLGW19001-0430",NA,NA,NA,"ZONE 2 - CONFINED",0.008311960122,7.3001e-11,120.308565641872,NA,"CONFINED AQUIFER","ZONE 2",302704.6,833656.5,3110103,"AUCILLA","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z2CA1902",NA,NA,NA,21565,NA,NA
"26","Z2-CA-13033","FLGW19001-0433",NA,NA,NA,"ZONE 2 - CONFINED",0.008931117181,6.794e-11,111.968075183771,NA,"CONFINED AQUIFER","ZONE 2",295007.955,825603.272,3110205,"LOWER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1902",NA,NA,NA,23917,NA,NA
"27","Z2-CA-13043","FLGW19001-0443",NA,NA,NA,"ZONE 2 - CONFINED",0.006467286334,9.3823e-11,154.624358390884,NA,"CONFINED AQUIFER","ZONE 2",294336.684,825126.017,3110205,"LOWER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1902",NA,NA,NA,24624,NA,NA
"28","Z2-CA-13047","FLGW19001-0447",NA,NA,NA,"ZONE 2 - CONFINED",0.007972603583,7.6108e-11,125.42953999405,NA,"CONFINED AQUIFER","ZONE 2",294752,821006,3110206,"SANTA FE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z2CA1902",NA,NA,NA,24462,NA,NA
"29","Z3-CA-12001","FLGW18001-0801",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,9.084e-12,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",281112.856,803742.7,3080202,"CAPE CANAVERAL","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"WGS84","Z3CA1802",3704,281112.856,803742.7,1856,NA,NA
"30","Z3-CA-12002","FLGW18001-0802",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.9767e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",290827.986,820332.893,3100208,"WITHLACOOCHEE","N","OTHERWISE UNSAMPLEABLE","WELL DAMAGED",NA,NA,NA,"WGS84","Z3CA1802",1501,290827.986,820332.893,7182,NA,NA
"31","Z3-CA-12005","FLGW18001-0805",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,7.793e-12,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",280657.69,810026.269,3080101,"UPPER ST. JOHNS","N","UNABLE TO ACCESS","SAMPLER UNABLE TO GET EQUIPMENT INTO WELL",NA,NA,NA,"NAD83","Z3CA1802",NA,NA,NA,20128,NA,NA
"32","Z3-CA-12011","FLGW18001-0811",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,7.844e-12,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",304121.574,815508.163,3070204,"ST. MARYS","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"WGS84","Z3CA1802",1850,304121.574,815508.163,11572,NA,NA
"33","Z3-CA-12014","FLGW18001-0814",NA,NA,NA,"ZONE 3 - CONFINED",0.011426962788,4.9455e-11,87.51231789197,NA,"CONFINED AQUIFER","ZONE 3",283411,811814,3080101,"UPPER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z3CA1802",5519,283411,811814,2034,NA,NA
"34","Z3-CA-12021","FLGW18001-0821",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.052e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",275539.935,804129.26,3080101,"UPPER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"WGS84","Z3CA1802",1295,275539.935,804129.26,5512,NA,NA
"35","Z3-CA-12032","FLGW18001-0832",NA,NA,NA,"ZONE 3 - CONFINED",0.022662551247,2.4936e-11,44.125658630312,NA,"CONFINED AQUIFER","ZONE 3",294104.596,821712.65,3080102,"OKLAWAHA","N","OTHERWISE UNSAMPLEABLE","DEPTH TO WATER TOO DEEP FOR PURGING WITH AVAILABLE EQUIPMENT",NA,NA,NA,"WGS84","Z3CA1802",38425,294104.596,821712.65,3629,NA,NA
"36","Z3-CA-13001","FLGW19001-0801",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,2.1497e-11,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",293825,822039,3080102,"OKLAWAHA","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z3CA1902",NA,NA,NA,25184,NA,NA
"37","Z3-CA-13010","FLGW19001-0810",NA,NA,NA,"ZONE 3 - CONFINED",0.016494996074,3.3967e-11,60.624446077099,NA,"CONFINED AQUIFER","ZONE 3",292738,812236,3080103,"LOWER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z3CA1902",4267,292738,812236,2480,NA,NA
"38","Z3-CA-13015","FLGW19001-0815",NA,NA,NA,"ZONE 3 - CONFINED",0.008727661546,6.4196e-11,114.578228630835,NA,"CONFINED AQUIFER","ZONE 3",284101,812851,3080101,"UPPER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z3CA1902",5545,284101,812851,2124,NA,NA
"39","Z3-CA-13026","FLGW19001-0826",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,2.1222e-11,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",293536.941,811911.679,3080201,"DAYTONA-ST. AUGUSTINE","N","UNABLE TO ACCESS","UNABLE TO GET EQUIPMENT TO RANDOM LOCATION",NA,NA,NA,"WGS84","Z3CA1902",1666,293536.941,811911.679,6053,NA,NA
"40","Z3-CA-13036","FLGW19001-0836",NA,NA,NA,"ZONE 3 - CONFINED",0.011487922814,4.8771e-11,87.047938618717,NA,"CONFINED AQUIFER","ZONE 3",290758,811927,3080101,"UPPER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z3CA1902",6300,290758,811927,2421,NA,NA
"41","Z4-CA-12017","FLGW18001-1217",NA,NA,NA,"ZONE 4 - CONFINED",0.032696909166,1.3622e-11,30.583930576061,NA,"CONFINED AQUIFER","ZONE 4",281434,813343,3090101,"KISSIMMEE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z4CA1802",5834,281434,813343,1887,NA,NA
"42","Z4-CA-12033","FLGW18001-1233",NA,NA,NA,"ZONE 4 - CONFINED",0.032696909166,1.2945e-11,30.583930576061,NA,"CONFINED AQUIFER","ZONE 4",273552,812437,3090101,"KISSIMMEE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z4CA1802",4641,273552,812437,1600,NA,NA
"43","Z4-CA-12037","FLGW18001-1237",NA,NA,NA,"ZONE 4 - CONFINED",0.032696909166,5.343e-12,30.583930576061,NA,"CONFINED AQUIFER","ZONE 4",292646.7,823801.2,3110101,"WACCASASSA","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z4CA1802",2097,292646.7,823801.2,25568,NA,NA
"44","Z4-CA-12040","FLGW18001-1240",NA,NA,NA,"ZONE 4 - CONFINED",0.032696909166,2.3423e-11,30.583930576061,NA,"CONFINED AQUIFER","ZONE 4",275926.899,814124.134,3100101,"PEACE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD83","Z4CA1802",930,275926.841,814124.229,5819,NA,NA
"45","Z4-CA-12041","FLGW18001-1241",NA,NA,NA,"ZONE 4 - CONFINED",0.032696909166,5.83e-12,30.583930576061,NA,"CONFINED AQUIFER","ZONE 4",284519.7,815949.48,3100208,"WITHLACOOCHEE","N","UNABLE TO ACCESS","UNABLE TO GET EQUIPMENT TO RANDOM LOCATION",NA,NA,NA,"NAD83","Z4CA1802",NA,NA,NA,28733,NA,NA
"46","Z4-CA-13012","FLGW19001-1212",NA,NA,NA,"ZONE 4 - CONFINED",0.030915822495,3.5468e-11,32.34589667343,NA,"CONFINED AQUIFER","ZONE 4",281906,822010,3100205,"HILLSBOROUGH","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z4CA1902",5722,281906,822010,1936,NA,NA
"47","Z4-CA-13033","FLGW19001-1233",NA,NA,NA,"ZONE 4 - CONFINED",0.032864696748,1.3068e-11,30.427787229133,NA,"CONFINED AQUIFER","ZONE 4",273552,812437,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z4CA1902",4641,273552,812437,1600,NA,NA
"48","Z4-CA-13036","FLGW19001-1236",NA,NA,NA,"ZONE 4 - CONFINED",0.01978730705,5.5415e-11,50.537447944166,NA,"CONFINED AQUIFER","ZONE 4",265907,820332,3100101,"PEACE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z4CA1902",3862,265907,820332,1159,NA,NA
"49","Z4-CA-13038","FLGW19001-1238",NA,NA,NA,"ZONE 4 - CONFINED",0.024378619808,4.4979e-11,41.019549420011,NA,"CONFINED AQUIFER","ZONE 4",274546.284,821515.424,3100206,"TAMPA BAY","N","UNABLE TO ACCESS","SAMPLER UNABLE TO GET EQUIPMENT INTO WELL",NA,NA,NA,"WGS84","Z4CA1902",833,274546.284,821515.424,13909,NA,NA
"50","Z5-CA-12010","FLGW18001-1610",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,1.4192e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",272403.04,810655.96,3090101,"KISSIMMEE","N","OTHERWISE UNSAMPLEABLE","WELL DAMAGED",NA,NA,NA,"WGS84","Z5CA1802",3199,272403.04,810655.96,11696,NA,NA
"51","Z5-CA-12016","FLGW18001-1616",NA,NA,NA,"ZONE 5 - CONFINED",0.090594139119,5.7847e-11,11.038241653635,NA,"CONFINED AQUIFER","ZONE 5",261348.146,813513.43,3090204,"BIG CYPRESS SWAMP","N","OTHERWISE UNSAMPLEABLE","WELL DAMAGED",NA,NA,NA,"WGS84","Z5CA1802",20793,261348.146,813513.43,5624,NA,NA
"52","Z6-CA-12001","FLGW18001-1953",NA,NA,NA,"ZONE 6 - CONFINED",0.740740740741,NA,1.35,NA,"CONFINED AQUIFER","ZONE 6",272004.214,805512.83,3090102,"NORTHERN OKEECHOBEE INFLOW","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z6CA1802",3194,272004.214,805512.83,11694,NA,NA
"53","Z6-CA-12020","FLGW18001-1972",NA,NA,NA,"ZONE 6 - CONFINED",0.740740740741,NA,1.35,NA,"CONFINED AQUIFER","ZONE 6",272649.968,803525.169,3090202,"EVERGLADES","Y",NA,NA,2018-03-13,NA,NA,"WGS84","Z6CA1802",3443,272649.978,803525.215,14282,NA,NA
"54","Z6-CA-13001","FLGW19001-1955",NA,NA,NA,"ZONE 6 - CONFINED",0.714285714286,NA,1.4,NA,"CONFINED AQUIFER","ZONE 6",272649.978,803525.215,3090202,"EVERGLADES","N","OTHERWISE UNSAMPLEABLE","WELL DAMAGED",NA,NA,NA,"WGS84","Z6CA1902",3443,272649.978,803525.215,14282,NA,NA
"55","Z6-CA-13003","FLGW19001-1957",NA,NA,NA,"ZONE 6 - CONFINED",0.714285714286,NA,1.4,NA,"CONFINED AQUIFER","ZONE 6",272004.214,805512.83,3090102,"NORTHERN OKEECHOBEE INFLOW","N","UNABLE TO ACCESS","UNABLE TO GET EQUIPMENT TO RANDOM LOCATION",NA,NA,NA,"WGS84","Z6CA1902",3194,272004.214,805512.83,11694,NA,NA
